4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-1,33,34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-1,-1,49,49,49,49,49,49,49,49,49,49,49,49,-1,-1
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-1,-1,49,49,49,49,49,49,49,49,49,49,49,49,-1,-1
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-1,-1,49,49,49,49,49,49,49,49,49,49,49,49,-1,-1
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-1,-1,49,49,49,49,49,49,49,49,49,49,49,49,-1,-1
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-1,-1,49,49,49,49,49,49,49,49,49,49,49,49,-1,-1
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-1,-1,49,49,49,49,49,49,49,49,49,49,49,49,-1,-1
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-1,-1,49,49,49,49,49,49,49,49,49,49,49,49,-1,-1
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-1,-1,49,49,49,49,49,49,49,49,49,49,49,49,-1,-1
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-1,-1,49,49,49,49,49,49,49,49,49,49,49,49,-1,-1
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-1,-1,49,49,49,49,49,49,49,49,49,49,49,49,-1,-1
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-1,-1,49,49,49,49,49,49,49,49,49,49,49,49,-1,-1
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-1,-1,49,49,49,49,49,49,49,49,49,49,49,49,-1,-1
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-1,-1,-1,-1,-1,-1,-1,79,78,-1,-1,-1,-1,-1,-1,-1
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-1,-1,-1,-1,-1,-1,-1,63,63,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
